t_start;uax;uay;uaz;ax;ay;az;gx;gy;gz;temp_imu;p;h;trigger
214.058;0.25;-0.65;0.6;0.05908203125;-0.8447265625;0.53955078125;-0.020325203252;-0.00423441734417;0.0015243902439;24.9320655499;96653.3591864;377.145668023;0
214.067;0.1;-0.65;0.6;0.048828125;-0.84619140625;0.5478515625;-0.0206639566396;-0.00423441734417;0.00118563685637;24.9320655499;96653.3591864;377.145668023;0
214.076;0.1;-0.65;0.6;0.06103515625;-0.84130859375;0.54638671875;-0.0226964769648;-0.00355691056911;0.0010162601626;24.93839562;96657.73384;376.784038676;0
214.085;0.2;-0.7;0.65;0.05322265625;-0.85546875;0.52197265625;-0.0213414634146;-0.00338753387534;0.000846883468835;24.93839562;96657.73384;376.784038676;0
214.093;0.2;-0.7;0.65;0.04833984375;-0.84619140625;0.53466796875;-0.0194783197832;-0.00508130081301;0.000677506775068;24.93839562;96657.73384;376.784038676;0
214.102;0.25;-0.7;0.6;0.06298828125;-0.84521484375;0.53662109375;-0.0184620596206;-0.00423441734417;0.000677506775068;24.93839562;96657.73384;376.784038676;0
214.11;0.275;-0.7;0.575;0.0556640625;-0.85009765625;0.54736328125;-0.0179539295393;-0.00508130081301;0.00118563685637;24.9320655499;96655.6608049;376.955403424;0
214.12;0.3;-0.7;0.55;0.05712890625;-0.853515625;0.53759765625;-0.0164295392954;-0.00389566395664;0.00135501355014;24.9320655499;96655.6608049;376.955403424;0
214.128;0.2;-0.65;0.65;0.05810546875;-0.84619140625;0.521484375;-0.0133807588076;-0.00321815718157;0.0015243902439;24.9320655499;96655.6608049;376.955403424;0
214.136;0.2;-0.65;0.65;0.06884765625;-0.84130859375;0.52685546875;-0.0105013550136;-0.00372628726287;0.00186314363144;24.9320655499;96655.6608049;376.955403424;0
214.144;0.2;-0.7;0.55;0.04931640625;-0.8544921875;0.51904296875;-0.00575880758808;-0.00406504065041;0.0015243902439;24.93839562;96654.6649736;377.037723832;0
214.153;0.2;-0.7;0.55;0.05322265625;-0.85693359375;0.52685546875;-0.000677506775068;-0.00372628726287;0.000338753387534;24.93839562;96654.6649736;377.037723832;0
214.161;0.15;-0.75;0.55;0.0673828125;-0.84521484375;0.5322265625;0.000677506775068;-0.00338753387534;0.00118563685637;24.93839562;96654.6649736;377.037723832;0
214.169;0.15;-0.75;0.55;0.052734375;-0.853515625;0.5322265625;0.00220189701897;-0.00321815718157;0.00237127371274;24.93839562;96654.6649736;377.037723832;0
214.181;0.25;-0.7;0.55;0.0595703125;-0.8388671875;0.53271484375;0.0025406504065;-0.00406504065041;0.00135501355014;24.944725442;96663.2593664;376.327296186;0
214.189;0.2;-0.7;0.55;0.05810546875;-0.84912109375;0.537109375;0.00609756097561;-0.00474254742547;-0.000338753387534;24.944725442;96663.2593664;376.327296186;0
214.198;0.2;-0.7;0.55;0.04736328125;-0.849609375;0.544921875;0.00762195121951;-0.00558943089431;-0.00135501355014;24.944725442;96663.2593664;376.327296186;0
214.207;0.3;-0.7;0.6;0.06103515625;-0.85107421875;0.5361328125;0.00897696476965;-0.00542005420054;-0.00186314363144;24.944725442;96659.4232299;376.644390183;0
214.216;0.3;-0.7;0.6;0.0615234375;-0.84228515625;0.53515625;0.00829945799458;-0.00609756097561;-0.0030487804878;24.9573843417;96662.8018832;376.365110967;0
214.224;0.2;-0.75;0.6;0.060546875;-0.84033203125;0.54248046875;0.00525067750678;-0.00575880758808;-0.00135501355014;24.9573843417;96662.8018832;376.365110967;0
214.234;0.15;-0.75;0.55;0.0615234375;-0.833984375;0.55029296875;-0.00406504065041;-0.00406504065041;0.00135501355014;24.9573843417;96662.8018832;376.365110967;0
214.242;0.1875;-0.725;0.5625;0.05126953125;-0.84814453125;0.5458984375;-0.00575880758808;-0.00406504065041;0.00135501355014;24.9573843417;96662.8018832;376.365110967;0
214.252;0.3;-0.65;0.6;0.05859375;-0.841796875;0.5439453125;-0.00711382113821;-0.00389566395664;0.00169376693767;24.944725442;96659.4232299;376.644390183;0
214.259;0.1875;-0.6875;0.6;0.06591796875;-0.84521484375;0.5498046875;-0.00813008130081;-0.00287940379404;0.00271002710027;24.944725442;96659.4232299;376.644390183;0
214.268;0.15;-0.7;0.6;0.0517578125;-0.83837890625;0.5380859375;-0.00813008130081;-0.00321815718157;0.0030487804878;24.944725442;96659.4232299;376.644390183;0
214.277;0.2;-0.65;0.65;0.05712890625;-0.8466796875;0.5263671875;-0.00711382113821;-0.00220189701897;0.00406504065041;24.944725442;96667.862732;375.946799859;0
214.286;0.2;-0.65;0.65;0.068359375;-0.84375;0.53271484375;-0.00372628726287;-0.0020325203252;0.00474254742547;24.9320655499;96664.48368;376.226097407;0
214.294;0.25;-0.65;0.55;0.06103515625;-0.84912109375;0.54248046875;-0.000338753387534;-0.00271002710027;0.00457317073171;24.9320655499;96664.48368;376.226097407;0
214.303;0.25;-0.65;0.55;0.05224609375;-0.8505859375;0.53564453125;0.000338753387534;-0.00287940379404;0.00440379403794;24.9320655499;96664.48368;376.226097407;0
214.312;0.2;-0.65;0.65;0.0693359375;-0.83642578125;0.5458984375;-0.000508130081301;-0.0025406504065;0.00491192411924;24.9320655499;96653.3591864;377.145668023;0
214.321;0.2;-0.65;0.6375;0.0634765625;-0.84716796875;0.55615234375;-0.00440379403794;-0.00271002710027;0.00474254742547;24.9510550159;96658.8108649;376.695009269;0
214.329;0.2;-0.65;0.6;0.0556640625;-0.84716796875;0.5634765625;-0.00813008130081;-0.0025406504065;0.00474254742547;24.9510550159;96658.8108649;376.695009269;0
214.338;0.225;-0.65;0.6;0.06494140625;-0.8408203125;0.55078125;-0.0135501355014;-0.0025406504065;0.00457317073171;24.9510550159;96658.8108649;376.695009269;0
214.346;0.25;-0.65;0.6;0.05859375;-0.849609375;0.5556640625;-0.0184620596206;-0.0020325203252;0.00542005420054;24.9510550159;96656.8927713;376.85356408;0
214.355;0.25;-0.7;0.65;0.05078125;-0.8388671875;0.5458984375;-0.0235433604336;-0.0015243902439;0.00626693766938;24.944725442;96654.8198677;377.024919449;0
214.363;0.25;-0.7;0.65;0.05712890625;-0.8486328125;0.54296875;-0.0259146341463;-0.00220189701897;0.00542005420054;24.944725442;96654.8198677;377.024919449;0
214.375;0.2;-0.7;0.55;0.0595703125;-0.83642578125;0.5478515625;-0.030487804878;-0.0015243902439;0.00609756097561;24.944725442;96654.8198677;377.024919449;0
214.385;0.1875;-0.7;0.55;0.05224609375;-0.845703125;0.53466796875;-0.0313346883469;-0.0015243902439;0.00592818428184;24.944725442;96659.4232299;376.644390183;0
214.394;0.15;-0.7;0.55;0.05859375;-0.8447265625;0.52197265625;-0.0281165311653;-0.00186314363144;0.00355691056911;24.944725442;96659.4232299;376.644390183;0
214.402;0.25;-0.75;0.6;0.05029296875;-0.8369140625;0.5185546875;-0.025406504065;-0.0010162601626;0.00406504065041;24.944725442;96659.4232299;376.644390183;0
214.411;0.25;-0.75;0.6;0.04638671875;-0.85205078125;0.5166015625;-0.0184620596206;-0.00287940379404;0.00220189701897;24.944725442;96658.6560027;376.707810479;0
214.419;0.2;-0.85;0.6;0.0625;-0.8515625;0.517578125;-0.0133807588076;-0.00355691056911;0.00237127371274;24.944725442;96658.6560027;376.707810479;0
214.428;0.2;-0.85;0.6;0.05322265625;-0.849609375;0.51904296875;-0.00965447154472;-0.00372628726287;0.00186314363144;24.944725442;96658.6560027;376.707810479;0
214.436;0.1;-0.65;0.55;0.0556640625;-0.8515625;0.529296875;-0.00931571815718;-0.00338753387534;0.00220189701897;24.944725442;96658.6560027;376.707810479;0
214.445;0.1;-0.65;0.55;0.05810546875;-0.85205078125;0.5390625;-0.0105013550136;-0.0030487804878;0.00237127371274;24.944725442;96652.9018007;377.183478614;0
214.453;0.2;-0.75;0.55;0.05810546875;-0.853515625;0.5302734375;-0.0110094850949;-0.0030487804878;0.0025406504065;24.9510550159;96654.9746781;377.012122011;0
214.462;0.2;-0.725;0.575;0.05615234375;-0.85693359375;0.54150390625;-0.0135501355014;-0.00237127371274;0.00321815718157;24.9510550159;96654.9746781;377.012122011;0
214.471;0.2;-0.7;0.6;0.06298828125;-0.853515625;0.5244140625;-0.0115176151762;-0.00237127371274;0.00271002710027;24.9510550159;96654.9746781;377.012122011;0
214.48;0.2;-0.725;0.575;0.05517578125;-0.8544921875;0.53515625;-0.0111788617886;-0.00271002710027;0.00220189701897;24.9510550159;96661.4961964;376.473037774;0
214.488;0.2;-0.75;0.55;0.0556640625;-0.85009765625;0.5361328125;-0.0113482384824;-0.00237127371274;0.00271002710027;24.9573843417;96662.8018832;376.365110967;0
214.496;0.15;-0.7;0.65;0.06103515625;-0.84814453125;0.52294921875;-0.00965447154472;-0.00355691056911;0.00186314363144;24.9573843417;96662.8018832;376.365110967;0
214.504;0.15;-0.7;0.65;0.05322265625;-0.8515625;0.52392578125;-0.00779132791328;-0.00321815718157;0.00287940379404;24.9573843417;96662.8018832;376.365110967;0
214.513;0.25;-0.7;0.6;0.0537109375;-0.8515625;0.53466796875;-0.00711382113821;-0.00321815718157;0.00338753387534;24.9573843417;96657.8147716;376.777348647;0
214.522;0.25;-0.7;0.6;0.05712890625;-0.849609375;0.53125;-0.00575880758808;-0.0030487804878;0.00321815718157;24.9573843417;96657.8147716;376.777348647;0
214.531;0.2;-0.85;0.6;0.06201171875;-0.84619140625;0.53125;-0.00372628726287;-0.00406504065041;0.00271002710027;24.9573843417;96657.8147716;376.777348647;0
214.538;0.2;-0.85;0.6;0.0498046875;-0.85693359375;0.53125;-0.00169376693767;-0.00423441734417;0.00220189701897;24.9573843417;96657.8147716;376.777348647;0
214.546;0.2;-0.75;0.6;0.0556640625;-0.85009765625;0.52392578125;-0.00186314363144;-0.00440379403794;0.0030487804878;24.9573843417;96657.8147716;376.777348647;0
214.56;0.2;-0.7;0.6;0.0537109375;-0.85302734375;0.54052734375;-0.00406504065041;-0.00372628726287;0.0020325203252;24.9510550159;96653.4402038;377.138970602;0
214.568;0.2;-0.7;0.6;0.044921875;-0.85498046875;0.525390625;-0.00423441734417;-0.00474254742547;0.000846883468835;24.9510550159;96653.4402038;377.138970602;0
214.577;0.2;-0.65;0.6;0.0498046875;-0.857421875;0.5439453125;-0.00558943089431;-0.00474254742547;-0.00237127371274;24.9510550159;96653.4402038;377.138970602;0
214.585;0.2;-0.65;0.6;0.05322265625;-0.86328125;0.54638671875;-0.00965447154472;-0.00643631436314;-0.00321815718157;24.9510550159;96659.1944836;376.663298681;0
214.594;0.3;-0.75;0.65;0.04345703125;-0.86279296875;0.537109375;-0.0143970189702;-0.00728319783198;-0.00491192411924;24.9573843417;96660.5001391;376.555371891;0
214.602;0.25;-0.775;0.65;0.06201171875;-0.8486328125;0.55517578125;-0.0182926829268;-0.00796070460705;-0.00542005420054;24.9573843417;96660.5001391;376.555371891;0
214.611;0.2;-0.8;0.65;0.0478515625;-0.8544921875;0.56005859375;-0.022527100271;-0.0128726287263;-0.00694444444444;24.9573843417;96660.5001391;376.555371891;0
214.619;0.2;-0.75;0.6;0.05810546875;-0.845703125;0.52783203125;-0.0211720867209;-0.00796070460705;-0.00626693766938;24.9573843417;96660.5001391;376.555371891;0
214.629;0.2;-0.75;0.6;0.05859375;-0.8564453125;0.50732421875;-0.0162601626016;-0.00745257452575;-0.00745257452575;24.9510550159;96659.1944836;376.663298681;0
214.636;0.2;-0.6;0.55;0.05322265625;-0.8486328125;0.50830078125;-0.00965447154472;-0.00863821138211;-0.00728319783198;24.9510550159;96659.1944836;376.663298681;0
214.646;0.2;-0.6;0.55;0.05810546875;-0.84619140625;0.4921875;0.000169376693767;-0.00796070460705;-0.00643631436314;24.9510550159;96659.1944836;376.663298681;0
214.654;0.25;-0.8;0.6;0.060546875;-0.83935546875;0.505859375;0.00745257452575;-0.00321815718157;-0.00491192411924;24.9510550159;96654.2074409;377.075546057;0
214.664;0.25;-0.8;0.6;0.05908203125;-0.84228515625;0.53662109375;0.00965447154472;0.000677506775068;-0.00135501355014;24.9573843417;96655.5130286;376.967619304;0
214.671;0.25;-0.75;0.6;0.06982421875;-0.84716796875;0.5380859375;0.00779132791328;0.000846883468835;0.000169376693767;24.9573843417;96655.5130286;376.967619304;0
214.679;0.25;-0.7375;0.6;0.07470703125;-0.8466796875;0.53759765625;0.00677506775068;0.000338753387534;0.0020325203252;24.9573843417;96655.5130286;376.967619304;0
214.688;0.25;-0.7;0.6;0.0830078125;-0.8525390625;0.54638671875;0.00406504065041;-0.00321815718157;0.00237127371274;24.9573843417;96662.8018832;376.365110967;0
214.697;0.2;-0.7;0.6;0.0595703125;-0.84375;0.5361328125;0.0010162601626;-0.0030487804878;0.0030487804878;24.9510550159;96661.4961964;376.473037774;0
214.705;0.2;-0.7;0.6;0.052734375;-0.85791015625;0.548828125;-0.0010162601626;-0.00440379403794;0.00220189701897;24.9510550159;96661.4961964;376.473037774;0
214.713;0.15;-0.7;0.6;0.064453125;-0.8466796875;0.54931640625;-0.00271002710027;-0.00372628726287;0.00135501355014;24.9510550159;96661.4961964;376.473037774;0
214.721;0.15;-0.7;0.6;0.06005859375;-0.85986328125;0.556640625;-0.00558943089431;-0.00575880758808;0.000169376693767;24.9510550159;96655.7419154;376.948698464;0
214.731;0.25;-0.7;0.6;0.06787109375;-0.857421875;0.52734375;-0.00711382113821;-0.00389566395664;0.000338753387534;24.9573843417;96657.0475239;376.8407717;0
214.742;0.2125;-0.7;0.5625;0.05908203125;-0.8623046875;0.5263671875;-0.00575880758808;-0.00677506775068;-0.00271002710027;24.9573843417;96657.0475239;376.8407717;0
214.751;0.2;-0.7;0.55;0.0615234375;-0.8564453125;0.55224609375;-0.00491192411924;-0.00694444444444;-0.000846883468835;24.9573843417;96657.0475239;376.8407717;0
214.76;0.15;-0.7;0.55;0.06005859375;-0.85498046875;0.52099609375;-0.00135501355014;-0.00321815718157;0.000169376693767;24.9573843417;96661.2673871;376.491951084;0
214.769;0.15;-0.7;0.55;0.0361328125;-0.87646484375;0.54833984375;0.0030487804878;-0.00779132791328;-0.0020325203252;24.9573843417;96661.2673871;376.491951084;0
214.777;0.2;-0.85;0.6;0.0576171875;-0.84765625;0.5224609375;0.00813008130081;-0.00558943089431;-0.000169376693767;24.9573843417;96661.2673871;376.491951084;0
214.786;0.15;-0.6;0.55;0.041015625;-0.88427734375;0.59912109375;0.0177845528455;-0.0147357723577;-0.000677506775068;24.9573843417;96661.2673871;376.491951084;0
214.794;0.1625;-0.6;0.5625;0.0751953125;-0.833984375;0.505859375;0.0248983739837;-0.0025406504065;0.0025406504065;24.9700422497;96666.947637;376.022436614;0
