millis,ax,ay,az,gx,gy,gz,mx,my,mz,temp,alt,pitch,yaw,roll
55159,0.00,0.00,-1.00,-0.12,-0.12,-0.06,310.20,317.51,-24.23,26.95,1548.31,-0.02,41.62,179.73
55183,-0.00,0.00,-1.00,0.00,-0.06,-0.06,310.20,317.51,-24.23,26.95,1552.08,0.00,41.70,179.73
55216,-0.00,0.00,-1.01,0.06,-0.18,-0.06,310.20,317.51,-24.23,26.95,1550.83,0.04,41.79,179.79
55240,-0.00,0.00,-1.00,0.12,-0.12,0.00,310.20,317.51,-24.23,26.96,1555.23,0.06,41.84,179.80
55264,-0.00,0.00,-1.00,0.06,-0.12,0.18,310.20,317.51,-24.23,26.96,1552.63,0.06,41.88,179.82
55288,-0.00,0.00,-1.00,0.12,-0.06,-0.06,308.62,334.88,-25.74,26.94,1552.27,0.02,41.55,179.81
55311,0.00,0.00,-1.00,0.00,-0.24,-0.06,308.62,334.88,-25.74,26.94,1549.54,-0.04,41.29,179.82
55337,0.00,0.00,-1.00,-0.06,-0.06,0.06,308.62,334.88,-25.74,26.96,1551.99,-0.04,41.08,179.88
55360,-0.00,0.00,-1.01,0.06,-0.12,0.00,308.62,334.88,-25.74,26.94,1552.29,-0.02,40.93,179.86
55384,-0.00,0.00,-1.00,0.06,-0.24,0.00,308.62,334.88,-25.74,26.95,1552.35,0.02,40.81,179.84
55408,-0.00,0.00,-1.00,0.12,-0.12,0.06,305.47,331.72,-25.74,26.94,1553.45,0.03,40.71,179.84
55432,0.00,0.01,-1.00,0.00,-0.12,0.00,305.47,331.72,-25.74,26.96,1552.54,-0.04,40.64,179.77
55455,0.00,0.00,-1.00,0.12,-0.18,0.06,305.47,331.72,-25.74,26.94,1552.41,-0.06,40.58,179.82
55481,0.00,0.00,-1.00,0.00,-0.12,0.06,305.47,331.72,-25.74,26.93,1552.23,-0.04,40.53,179.82
55504,-0.00,0.00,-1.01,-0.06,-0.12,0.00,305.47,331.72,-25.74,26.93,1551.74,-0.01,40.49,179.82
55528,-0.00,0.00,-1.00,0.06,-0.18,0.00,324.37,322.24,-31.80,26.97,1550.05,0.03,40.89,179.81
55552,-0.00,0.00,-1.00,0.00,-0.12,0.00,324.37,322.24,-31.80,26.95,1551.53,0.04,41.23,179.81
55575,0.00,0.00,-1.00,0.12,-0.24,0.06,324.37,322.24,-31.80,26.95,1553.73,0.02,41.51,179.78
55601,-0.00,0.01,-1.00,-0.06,-0.18,0.12,324.37,322.24,-31.80,26.95,1549.04,0.03,41.76,179.71
55624,0.00,0.00,-1.00,0.12,-0.18,0.00,324.37,322.24,-31.80,26.95,1551.43,0.03,41.96,179.79
55648,-0.00,0.00,-1.00,-0.06,-0.18,-0.06,310.20,323.82,-30.28,26.95,1552.26,0.08,41.86,179.77
55672,-0.00,0.00,-1.00,0.06,-0.24,0.00,310.20,323.82,-30.28,26.95,1553.06,0.12,41.79,179.78
55696,-0.00,0.00,-1.00,0.00,-0.12,-0.06,310.20,323.82,-30.28,26.99,1552.96,0.11,41.73,179.78
55719,-0.00,0.00,-1.00,-0.06,-0.18,0.06,310.20,323.82,-30.28,26.95,1551.31,0.11,41.67,179.82
55754,-0.00,0.00,-1.00,0.00,-0.18,0.06,310.20,323.82,-30.28,26.95,1551.86,0.05,41.61,179.83
55787,-0.00,0.00,-1.00,0.18,-0.24,0.06,296.02,322.24,-22.71,26.96,1553.33,0.02,41.21,179.84
55810,-0.00,0.00,-1.00,0.00,-0.18,-0.06,296.02,322.24,-22.71,26.97,1552.63,0.04,41.01,179.82
55834,-0.00,0.00,-1.01,-0.12,-0.12,0.00,296.02,322.24,-22.71,26.95,1550.39,0.08,40.86,179.80
55858,0.00,0.00,-1.01,-0.06,-0.12,0.06,296.02,322.24,-22.71,26.94,1552.87,0.02,40.73,179.80
55883,0.00,0.00,-1.00,0.00,-0.12,0.06,296.02,322.24,-22.71,26.96,1553.94,-0.01,40.63,179.78
55907,0.00,0.00,-1.00,0.06,-0.12,0.00,307.05,320.66,-27.26,26.94,1551.40,-0.03,40.79,179.82
55930,-0.00,0.00,-1.00,-0.06,-0.18,0.06,307.05,320.66,-27.26,26.97,1551.68,0.00,40.92,179.79
55954,-0.00,0.00,-1.00,-0.06,-0.18,0.06,307.05,320.66,-27.26,26.96,1550.21,0.06,41.02,179.79
55978,-0.00,0.00,-1.00,0.00,-0.18,0.12,307.05,320.66,-27.26,26.96,1549.50,0.15,41.10,179.80
56001,-0.00,0.00,-1.01,0.00,-0.06,0.00,307.05,320.66,-27.26,26.94,1552.96,0.11,41.17,179.78
56027,0.00,0.00,-1.00,-0.06,-0.18,0.12,308.62,322.24,-31.80,26.97,1551.40,0.06,41.23,179.80
56050,0.00,0.00,-1.00,0.00,-0.18,0.06,308.62,322.24,-31.80,26.94,1552.26,0.03,41.28,179.77
56074,-0.00,0.00,-1.00,0.12,-0.12,0.00,308.62,322.24,-31.80,26.97,1549.81,0.05,41.31,179.78
56098,-0.00,0.00,-1.01,0.00,-0.12,0.06,308.62,322.24,-31.80,26.95,1548.40,0.05,41.34,179.78
56121,-0.00,0.01,-1.00,0.06,-0.18,0.00,308.62,322.24,-31.80,26.95,1550.54,0.04,41.37,179.74
56151,0.00,0.00,-1.00,0.00,-0.18,0.06,302.32,328.56,-28.77,26.96,1551.06,-0.00,41.08,179.78
56175,-0.00,0.00,-1.00,0.00,-0.18,0.06,302.32,328.56,-28.77,26.96,1550.73,0.04,40.92,179.76
56199,-0.00,0.00,-1.00,0.06,-0.18,0.00,302.32,328.56,-28.77,26.95,1552.26,0.07,40.79,179.79
56222,-0.00,0.00,-1.00,0.12,-0.06,0.00,302.32,328.56,-28.77,26.95,1551.49,0.05,40.70,179.82
56246,-0.00,0.00,-1.00,0.06,-0.12,0.12,302.32,328.56,-28.77,26.95,1552.56,0.09,40.62,179.84
56270,-0.00,0.00,-1.00,0.00,-0.12,0.00,300.75,320.66,-24.23,26.96,1550.14,0.08,40.67,179.84
56295,-0.00,0.00,-1.00,0.06,-0.12,0.06,300.75,320.66,-24.23,26.95,1552.04,0.06,40.71,179.82
56319,0.00,0.00,-1.00,0.24,-0.18,-0.06,300.75,320.66,-24.23,26.95,1551.00,0.01,40.75,179.83
56342,-0.00,0.00,-1.00,0.18,-0.18,0.06,300.75,320.66,-24.23,26.94,1550.60,0.04,40.77,179.85
56366,-0.00,0.00,-1.00,0.18,-0.18,0.06,300.75,320.66,-24.23,26.97,1553.05,0.03,40.79,179.87
56390,-0.00,0.00,-1.00,0.12,-0.12,0.06,307.05,333.30,-15.14,26.95,1549.62,0.08,40.70,179.86
56415,0.00,0.00,-1.00,0.06,-0.18,-0.06,307.05,333.30,-15.14,26.95,1551.61,0.01,40.62,179.83
56439,0.00,0.00,-1.00,0.18,-0.18,0.18,307.05,333.30,-15.14,26.96,1551.65,-0.01,40.56,179.83
56462,0.00,0.00,-1.00,0.18,-0.12,0.00,307.05,333.30,-15.14,26.96,1553.88,-0.03,40.52,179.86
56486,-0.00,0.00,-1.00,0.12,-0.12,-0.06,307.05,333.30,-15.14,26.94,1551.09,0.01,40.49,179.89
56510,-0.00,0.00,-1.00,0.12,-0.18,0.00,296.02,325.40,-19.69,26.95,1551.92,0.02,40.39,179.88
56534,-0.00,0.00,-1.00,0.12,-0.12,-0.06,296.02,325.40,-19.69,26.97,1550.08,0.03,40.31,179.90
56559,0.00,0.00,-1.00,0.12,-0.06,0.06,296.02,325.40,-19.69,26.95,1553.08,-0.02,40.24,179.89
56583,0.00,0.01,-1.00,0.00,-0.18,0.00,296.02,325.40,-19.69,26.96,1552.01,-0.02,40.19,179.77
56606,0.00,0.00,-1.00,0.12,-0.12,0.00,296.02,325.40,-19.69,26.97,1552.07,-0.03,40.15,179.76
56630,-0.00,0.00,-1.00,0.00,-0.18,-0.06,302.32,312.77,-25.74,26.95,1551.12,-0.00,40.44,179.82
56654,-0.00,0.00,-1.00,0.06,-0.24,0.06,302.32,312.77,-25.74,26.98,1551.95,0.06,40.68,179.82
56679,0.00,0.01,-1.00,0.00,-0.12,0.06,302.32,312.77,-25.74,26.95,1550.33,0.04,40.89,179.72
56703,-0.00,0.00,-1.00,0.06,-0.24,-0.06,302.32,312.77,-25.74,26.95,1551.89,0.04,41.05,179.74
56726,-0.00,0.00,-1.01,0.06,-0.12,0.06,302.32,312.77,-25.74,26.98,1552.07,0.03,41.18,179.75
56750,-0.00,0.00,-1.01,0.06,-0.18,0.06,299.17,331.72,-25.74,26.98,1551.03,0.01,40.85,179.83
56774,-0.00,0.00,-1.00,0.06,-0.18,-0.06,299.17,331.72,-25.74,26.96,1550.39,0.04,40.61,179.82
56798,-0.00,0.00,-1.00,-0.06,-0.12,-0.06,299.17,331.72,-25.74,26.96,1552.56,0.06,40.42,179.84
56823,-0.00,0.00,-1.00,0.00,-0.18,0.00,299.17,331.72,-25.74,26.98,1552.29,0.07,40.27,179.79
56847,-0.00,0.00,-1.00,0.06,-0.18,-0.06,299.17,331.72,-25.74,26.95,1553.48,0.05,40.16,179.83
56870,0.00,0.00,-1.01,0.00,-0.18,0.12,299.17,331.72,-25.74,26.98,1554.70,-0.00,40.07,179.84
56894,0.00,0.00,-1.00,0.06,-0.18,0.00,310.20,326.98,-21.20,26.98,1552.35,-0.01,40.29,179.80
56918,0.00,0.00,-1.01,0.06,-0.31,0.12,310.20,326.98,-21.20,26.99,1552.01,-0.01,40.46,179.79
56943,-0.00,0.00,-1.00,0.12,-0.18,0.00,310.20,326.98,-21.20,26.98,1551.95,0.07,40.62,179.81
56967,-0.00,0.00,-1.01,-0.06,-0.12,0.06,310.20,326.98,-21.20,26.98,1551.24,0.05,40.73,179.79
56990,-0.00,0.00,-1.00,0.00,-0.06,-0.12,310.20,326.98,-21.20,26.99,1550.45,0.05,40.83,179.81
57014,0.00,0.00,-1.00,0.00,-0.12,0.00,310.20,317.51,-27.26,26.98,1554.55,0.03,41.05,179.83
57038,-0.00,0.00,-1.00,0.00,-0.12,-0.06,310.20,317.51,-27.26,26.97,1551.39,0.09,41.23,179.82
57063,-0.00,0.00,-1.00,0.00,-0.12,0.00,310.20,317.51,-27.26,26.99,1552.31,0.14,41.39,179.77
57087,-0.00,0.00,-1.00,0.06,-0.12,0.12,310.20,317.51,-27.26,26.98,1550.78,0.10,41.51,179.79
57110,-0.00,0.00,-1.00,0.00,-0.12,0.12,310.20,317.51,-27.26,26.97,1551.58,0.08,41.61,179.78
57134,-0.00,0.00,-1.00,0.06,-0.24,0.00,299.17,325.40,-25.74,26.96,1551.98,0.06,41.32,179.79
57166,-0.00,0.00,-1.00,0.18,-0.12,0.06,299.17,325.40,-25.74,26.97,1549.34,0.02,41.03,179.82
57197,-0.00,0.00,-1.01,-0.06,-0.12,0.00,299.17,325.40,-25.74,26.95,1551.00,0.09,40.82,179.89
57227,-0.00,0.00,-1.00,0.12,-0.24,0.06,299.17,325.40,-25.74,26.97,1551.80,0.13,40.68,179.81
57251,-0.00,0.00,-1.00,0.00,-0.18,0.00,299.17,322.24,-28.77,26.97,1551.89,0.08,40.66,179.84
57274,0.00,0.00,-1.00,0.00,-0.18,0.06,299.17,322.24,-28.77,26.96,1553.97,0.04,40.64,179.83
57298,0.00,0.00,-1.00,0.00,-0.18,0.06,299.17,322.24,-28.77,26.98,1551.95,0.01,40.63,179.79
57322,-0.00,0.00,-1.00,0.00,-0.18,0.00,299.17,322.24,-28.77,26.95,1550.72,0.02,40.62,179.81
57345,0.00,0.00,-1.00,0.06,-0.18,-0.06,299.17,322.24,-28.77,26.97,1553.23,-0.01,40.61,179.78
57371,-0.00,0.00,-1.00,0.00,-0.06,0.12,310.20,314.35,-30.28,26.97,1549.77,0.02,40.93,179.81
57394,-0.00,0.01,-1.00,0.12,-0.18,0.00,310.20,314.35,-30.28,26.98,1551.58,0.05,41.18,179.76
57418,0.00,0.00,-1.00,0.06,-0.12,0.00,310.20,314.35,-30.28,26.98,1551.61,0.02,41.39,179.82
57442,0.00,0.00,-1.01,-0.06,-0.12,0.00,310.20,314.35,-30.28,26.98,1551.52,0.02,41.56,179.80
57465,0.00,0.00,-1.00,0.06,-0.12,0.06,310.20,314.35,-30.28,26.96,1553.97,0.01,41.70,179.81
57491,-0.00,0.00,-1.00,0.00,-0.12,-0.06,299.17,325.40,-25.74,26.97,1550.05,0.05,41.37,179.84
57514,-0.00,0.00,-1.00,0.00,-0.18,0.12,299.17,325.40,-25.74,26.96,1552.25,0.05,41.14,179.85
57538,0.00,0.00,-1.00,0.12,-0.18,-0.06,299.17,325.40,-25.74,26.99,1551.00,0.00,40.96,179.85
57562,0.00,0.00,-1.00,0.06,-0.12,0.06,299.17,325.40,-25.74,26.97,1552.96,-0.04,40.82,179.88
57585,-0.00,0.00,-1.00,0.00,-0.18,0.06,299.17,325.40,-25.74,26.99,1552.22,-0.02,40.71,179.84
57609,-0.00,0.00,-1.01,0.06,-0.12,0.06,299.17,325.40,-25.74,26.98,1552.99,-0.01,40.62,179.81
57635,0.00,0.00,-1.00,0.06,-0.12,0.06,307.05,311.19,-21.20,27.00,1550.94,-0.00,40.95,179.80
57658,-0.00,0.00,-1.00,0.00,-0.18,0.12,307.05,311.19,-21.20,26.97,1550.23,0.03,41.19,179.78
57682,-0.00,0.00,-1.00,0.00,-0.18,0.00,307.05,311.19,-21.20,26.96,1551.52,0.04,41.40,179.77
57706,-0.00,0.00,-1.00,0.06,-0.06,-0.06,307.05,311.19,-21.20,26.97,1551.03,0.04,41.57,179.81
57729,-0.00,0.00,-1.00,0.06,-0.18,0.06,307.05,311.19,-21.20,26.98,1552.56,0.05,41.71,179.78
57755,-0.00,0.00,-1.00,0.00,-0.18,0.06,305.47,315.93,-13.63,26.99,1553.84,0.06,41.72,179.77
57778,-0.00,0.00,-1.00,0.00,-0.18,0.06,305.47,315.93,-13.63,27.00,1552.80,0.06,41.72,179.77
57802,0.00,0.00,-1.00,0.00,-0.12,0.00,305.47,315.93,-13.63,26.98,1551.24,0.03,41.73,179.78
57826,0.00,0.00,-1.00,0.00,-0.18,0.12,305.47,315.93,-13.63,26.98,1552.19,-0.02,41.73,179.77
57849,-0.00,0.00,-1.01,0.06,-0.24,0.00,305.47,315.93,-13.63,26.98,1551.82,0.01,41.73,179.79
57873,-0.00,0.00,-1.00,0.00,-0.24,0.06,292.88,322.24,-28.77,26.98,1550.54,0.02,41.34,179.88
57898,-0.00,0.01,-1.00,0.06,-0.12,0.18,292.88,322.24,-28.77,26.99,1551.85,0.04,41.02,179.79
57922,-0.00,0.00,-1.00,-0.06,-0.18,0.06,292.88,322.24,-28.77,26.98,1550.23,0.08,40.79,179.86
57946,-0.00,0.00,-1.01,0.06,-0.12,0.06,292.88,322.24,-28.77,27.00,1552.83,0.06,40.61,179.85
57969,0.00,0.00,-1.00,0.00,-0.18,0.06,292.88,322.24,-28.77,26.97,1551.05,0.01,40.47,179.83
57993,0.00,0.00,-1.00,0.06,-0.18,0.06,297.60,320.66,-33.31,26.98,1552.34,-0.01,40.49,179.88
58019,0.00,0.00,-1.00,0.00,-0.18,0.06,297.60,320.66,-33.31,26.98,1551.57,-0.02,40.51,179.82
58042,0.00,0.00,-1.01,0.00,-0.12,0.00,297.60,320.66,-33.31,26.98,1549.00,-0.02,40.52,179.83
58066,-0.00,0.00,-1.00,0.06,-0.18,0.00,297.60,320.66,-33.31,26.98,1550.53,0.04,40.53,179.83
58089,-0.00,0.00,-1.01,-0.06,-0.12,0.06,297.60,320.66,-33.31,26.98,1551.97,0.05,40.54,179.82
58113,-0.00,0.00,-1.00,0.00,-0.12,-0.06,319.64,320.66,-42.40,26.98,1553.44,0.06,40.89,179.80
58137,-0.00,0.00,-1.00,0.00,-0.18,0.12,319.64,320.66,-42.40,26.97,1549.98,0.08,41.17,179.78
58160,0.00,0.00,-1.01,-0.06,-0.18,0.12,319.64,320.66,-42.40,26.97,1552.52,0.05,41.41,179.77
58184,0.00,0.00,-1.00,0.06,-0.12,0.06,319.64,320.66,-42.40,27.00,1552.19,0.00,41.62,179.79
58208,0.00,0.00,-1.00,0.06,-0.18,0.06,319.64,320.66,-42.40,26.96,1549.89,-0.01,41.79,179.78
58232,-0.00,0.00,-1.00,0.06,-0.12,0.06,308.62,306.45,-16.66,26.99,1551.21,0.00,41.99,179.78
58255,-0.00,0.00,-1.00,-0.06,-0.12,0.12,308.62,306.45,-16.66,26.99,1551.94,0.02,42.16,179.78
58284,-0.00,0.00,-1.00,0.00,-0.18,0.00,308.62,306.45,-16.66,26.98,1549.06,0.02,42.33,179.79
58308,0.00,0.01,-1.00,0.00,-0.18,0.00,308.62,306.45,-16.66,26.98,1549.98,-0.02,42.44,179.74
58332,-0.00,0.00,-1.00,0.06,-0.18,-0.06,308.62,306.45,-16.66,26.97,1550.81,0.02,42.53,179.77
58356,-0.00,0.00,-1.00,0.00,-0.18,0.06,291.30,301.71,-27.26,26.98,1551.57,0.01,42.36,179.85
58379,0.00,0.01,-1.00,0.06,-0.12,0.06,291.30,301.71,-27.26,26.99,1551.05,-0.04,42.23,179.79
58403,0.00,0.00,-1.00,0.12,-0.12,0.06,291.30,301.71,-27.26,26.99,1551.57,-0.05,42.12,179.85
58426,-0.00,0.00,-1.00,0.06,-0.12,0.06,291.30,301.71,-27.26,26.99,1550.14,-0.02,42.04,179.84
58450,-0.00,0.00,-1.00,-0.06,-0.12,0.06,291.30,301.71,-27.26,26.97,1548.94,-0.01,41.97,179.80
58473,-0.00,0.00,-1.00,-0.06,0.00,0.06,291.30,301.71,-27.26,26.98,1554.73,0.00,41.92,179.85
58497,0.00,0.01,-1.00,0.06,-0.12,0.00,311.77,322.24,-28.77,26.98,1549.98,-0.01,41.89,179.79
58521,0.00,0.00,-1.00,-0.06,-0.18,-0.06,311.77,322.24,-28.77,27.00,1549.24,-0.01,41.87,179.77
58546,0.00,0.01,-1.00,0.00,-0.12,-0.06,311.77,322.24,-28.77,26.98,1551.27,-0.01,41.85,179.73
58578,-0.00,0.00,-1.00,0.00,-0.18,0.06,311.77,322.24,-28.77,26.99,1551.57,0.03,41.82,179.79
58615,-0.00,0.00,-1.00,0.00,-0.12,0.00,299.17,325.40,-25.74,26.98,1552.10,-0.01,41.30,179.85
58638,-0.00,0.00,-1.00,0.00,-0.18,0.06,299.17,325.40,-25.74,27.00,1552.95,0.05,41.09,179.85
58662,-0.00,0.00,-1.00,0.00,-0.24,0.12,299.17,325.40,-25.74,27.00,1553.11,0.03,40.92,179.83
58687,0.00,0.00,-1.00,-0.06,-0.18,0.00,299.17,325.40,-25.74,26.98,1551.64,-0.01,40.78,179.84
58711,0.00,0.00,-1.00,-0.06,-0.18,0.12,299.17,325.40,-25.74,27.00,1551.61,-0.05,40.68,179.81
58735,-0.00,0.00,-1.00,0.00,-0.18,0.06,313.35,314.35,-36.34,27.00,1552.25,0.00,41.01,179.81
58758,-0.00,0.01,-1.00,0.06,-0.12,0.12,313.35,314.35,-36.34,26.98,1552.22,0.05,41.28,179.75
58782,0.00,0.00,-1.00,-0.06,-0.12,0.06,313.35,314.35,-36.34,27.00,1549.80,0.02,41.51,179.73
58806,0.00,0.00,-1.00,0.06,-0.12,0.06,313.35,314.35,-36.34,26.98,1549.74,0.01,41.70,179.75
58831,0.00,0.00,-1.00,0.00,-0.06,0.00,313.35,314.35,-36.34,27.00,1550.32,-0.02,41.87,179.77
58855,0.00,0.00,-1.01,-0.06,-0.06,0.00,308.62,325.40,-19.69,26.98,1553.68,-0.05,41.73,179.76
58879,0.00,0.00,-1.00,0.00,-0.12,0.12,308.62,325.40,-19.69,27.00,1553.29,-0.04,41.62,179.78
58902,-0.00,0.00,-1.00,-0.06,-0.12,-0.12,308.62,325.40,-19.69,26.99,1553.22,0.02,41.54,179.76
58926,-0.00,0.00,-1.00,0.00,-0.24,0.00,308.62,325.40,-19.69,27.01,1552.55,0.02,41.47,179.80
58951,-0.00,0.00,-1.01,-0.06,-0.12,0.06,308.62,325.40,-19.69,26.98,1550.35,0.04,41.41,179.80
58975,-0.00,0.00,-1.00,-0.12,-0.18,0.06,305.47,312.77,-34.83,26.97,1548.45,0.04,41.52,179.83
58999,-0.00,0.00,-1.00,-0.06,-0.18,-0.06,305.47,312.77,-34.83,27.01,1552.64,0.05,41.62,179.83
59022,-0.00,0.00,-1.00,0.00,-0.18,0.06,305.47,312.77,-34.83,27.00,1553.29,0.04,41.69,179.79
59046,0.00,0.00,-1.01,0.00,-0.12,0.00,305.47,312.77,-34.83,26.97,1548.97,0.02,41.76,179.82
59070,0.00,0.01,-1.01,0.12,-0.18,0.12,305.47,312.77,-34.83,26.98,1551.30,-0.03,41.80,179.77
59095,0.00,0.00,-1.00,0.18,-0.12,-0.06,294.45,323.82,-33.31,26.99,1550.71,-0.09,41.38,179.86
59119,-0.00,0.00,-1.00,0.00,-0.06,0.00,294.45,323.82,-33.31,26.98,1551.94,-0.02,41.08,179.88
59142,-0.00,0.00,-1.00,0.06,-0.18,0.00,294.45,323.82,-33.31,27.00,1553.87,0.03,40.84,179.89
59166,-0.00,0.00,-1.00,0.06,-0.06,-0.06,294.45,323.82,-33.31,26.98,1548.45,0.01,40.66,179.88
59190,0.00,0.00,-1.00,0.06,-0.12,0.06,294.45,323.82,-33.31,26.99,1551.88,-0.05,40.52,179.84
59215,0.00,0.00,-1.00,0.00,-0.24,0.00,294.45,323.82,-33.31,26.99,1551.57,-0.04,40.40,179.84
59239,0.00,0.00,-1.00,0.00,-0.12,0.06,310.20,323.82,-27.26,26.99,1551.97,-0.02,40.60,179.81
59262,-0.00,0.00,-1.00,0.06,-0.12,0.06,310.20,323.82,-27.26,26.99,1553.16,-0.00,40.77,179.83
59286,-0.00,0.00,-1.00,0.00,-0.12,0.00,310.20,323.82,-27.26,26.98,1550.47,0.07,40.90,179.83
59310,-0.00,0.00,-1.01,0.06,-0.12,0.00,310.20,323.82,-27.26,26.99,1550.01,0.09,41.01,179.81
59333,-0.00,0.00,-1.00,0.00,-0.12,0.06,310.20,323.82,-27.26,26.99,1552.61,0.06,41.10,179.80
59363,-0.00,0.00,-1.00,0.00,-0.12,-0.06,311.77,334.88,-25.74,26.97,1553.47,0.03,40.99,179.83
59387,-0.00,0.00,-1.00,0.00,-0.18,0.06,311.77,334.88,-25.74,27.00,1553.10,0.06,40.92,179.82
59410,-0.00,0.01,-1.00,0.06,-0.06,0.00,311.77,334.88,-25.74,27.01,1553.62,0.04,40.87,179.78
59434,0.00,0.00,-1.00,0.00,-0.18,0.12,311.77,334.88,-25.74,26.99,1551.51,0.02,40.82,179.83
59458,-0.00,0.00,-1.01,0.00,-0.12,0.00,311.77,334.88,-25.74,26.98,1550.56,0.01,40.79,179.83
59491,-0.00,0.00,-1.00,0.06,-0.18,0.00,302.32,328.56,-19.69,27.01,1551.11,0.08,40.65,179.81
59514,0.00,0.00,-1.01,0.00,-0.12,0.06,302.32,328.56,-19.69,27.01,1554.08,0.02,40.58,179.80
59538,-0.00,0.00,-1.00,0.06,-0.12,0.06,302.32,328.56,-19.69,26.99,1552.30,0.02,40.53,179.81
59562,-0.00,0.00,-1.00,0.00,-0.12,0.00,302.32,328.56,-19.69,26.99,1551.36,0.05,40.49,179.81
59585,-0.00,0.00,-1.00,0.00,-0.12,0.12,302.32,328.56,-19.69,27.00,1552.30,0.07,40.45,179.79
59609,-0.00,0.00,-1.00,0.06,-0.18,0.06,307.05,326.98,-36.34,27.02,1550.53,0.08,40.54,179.82
59634,0.00,0.00,-1.01,0.00,-0.18,0.00,307.05,326.98,-36.34,26.99,1552.27,0.04,40.61,179.79
59658,0.00,0.00,-1.00,0.06,-0.24,0.06,307.05,326.98,-36.34,26.99,1551.32,0.02,40.67,179.79
59682,-0.00,0.00,-1.01,0.00,-0.06,0.06,307.05,326.98,-36.34,26.99,1551.26,0.05,40.71,179.85
59705,-0.00,0.00,-1.00,0.00,-0.18,0.06,307.05,326.98,-36.34,26.99,1552.52,0.07,40.75,179.87
59729,-0.00,0.00,-1.00,-0.06,-0.12,-0.06,314.92,315.93,-28.77,26.99,1551.97,0.07,41.08,179.82
59754,0.00,0.00,-1.00,-0.06,-0.12,0.00,314.92,315.93,-28.77,27.01,1552.46,0.03,41.36,179.80
59778,0.00,0.00,-1.00,-0.12,-0.18,0.06,314.92,315.93,-28.77,27.04,1549.91,0.02,41.58,179.80
59802,0.00,0.00,-1.01,-0.12,-0.18,0.00,314.92,315.93,-28.77,27.00,1549.43,0.02,41.77,179.79
59825,0.00,0.00,-1.01,-0.06,-0.18,0.06,314.92,315.93,-28.77,27.01,1554.41,0.01,41.92,179.80
59849,0.00,0.01,-1.00,-0.12,-0.12,0.00,297.60,314.35,-24.23,27.00,1553.43,-0.01,41.76,179.75
59873,-0.00,0.00,-1.00,-0.06,-0.12,-0.06,297.60,314.35,-24.23,26.99,1550.83,0.03,41.63,179.76
59898,0.00,0.00,-1.00,-0.06,-0.24,0.06,297.60,314.35,-24.23,26.98,1550.01,-0.02,41.52,179.82
59922,-0.00,0.00,-1.00,-0.06,-0.18,0.12,297.60,314.35,-24.23,26.99,1552.67,0.00,41.44,179.78
59946,-0.00,0.00,-1.01,-0.06,-0.18,-0.06,297.60,314.35,-24.23,27.01,1549.43,0.03,41.38,179.87
59970,-0.00,0.00,-1.00,-0.06,-0.18,0.06,313.35,342.78,-27.26,27.02,1551.60,0.05,41.11,179.84
59993,-0.00,0.01,-1.00,0.00,-0.12,0.06,313.35,342.78,-27.26,27.02,1553.19,0.05,40.90,179.79
60037,0.00,0.00,-1.00,0.00,-0.18,0.06,313.35,342.78,-27.26,27.01,1551.91,-0.01,40.60,179.86
60061,0.00,0.00,-1.01,0.00,-0.12,-0.06,313.35,342.78,-27.26,26.99,1551.91,-0.03,40.50,179.85
60085,0.00,0.00,-1.00,0.06,-0.18,0.12,299.17,331.72,-28.77,27.00,1553.47,-0.03,40.34,179.83
60108,-0.00,0.00,-1.00,0.06,-0.12,0.00,299.17,331.72,-28.77,26.99,1549.95,0.01,40.21,179.85
60132,-0.00,0.00,-1.00,0.06,-0.12,0.00,299.17,331.72,-28.77,27.01,1552.15,0.05,40.11,179.85
60156,-0.00,0.00,-1.00,-0.06,-0.06,0.00,299.17,331.72,-28.77,26.99,1552.52,0.11,40.04,179.84
60181,-0.00,0.00,-1.00,0.00,-0.12,0.12,299.17,331.72,-28.77,26.97,1553.38,0.06,39.97,179.85
60204,0.00,0.00,-1.01,-0.06,-0.12,0.06,299.17,331.72,-28.77,27.01,1551.45,0.03,39.92,179.86
60228,0.00,0.00,-1.00,0.06,-0.12,0.12,307.05,314.35,-21.20,27.03,1552.00,0.02,40.29,179.88
60252,0.00,0.00,-1.00,0.00,-0.24,-0.06,307.05,314.35,-21.20,26.99,1551.41,0.01,40.61,179.83
60276,-0.00,0.00,-1.00,0.06,-0.18,0.00,307.05,314.35,-21.20,27.02,1549.91,0.02,40.87,179.80
60301,-0.00,0.00,-1.00,0.00,-0.06,-0.06,307.05,314.35,-21.20,27.00,1552.85,0.05,41.10,179.80
60325,-0.00,0.00,-1.01,-0.06,-0.18,0.06,307.05,314.35,-21.20,27.00,1551.23,0.07,41.27,179.78
60348,-0.00,0.00,-1.00,0.06,-0.06,0.06,308.62,322.24,-31.80,26.99,1549.15,0.07,41.31,179.80
60372,0.00,0.00,-1.00,0.00,-0.12,0.00,308.62,322.24,-31.80,27.00,1553.31,0.03,41.34,179.83
60396,-0.00,0.00,-1.01,0.00,-0.12,0.00,308.62,322.24,-31.80,27.02,1550.62,0.05,41.37,179.79
60419,-0.00,0.00,-1.01,-0.12,-0.06,0.00,308.62,322.24,-31.80,27.01,1553.04,0.11,41.39,179.76
60449,-0.00,0.00,-1.00,-0.06,-0.12,0.00,308.62,322.24,-31.80,27.01,1550.19,0.10,41.41,179.74
