millis,ax,ay,az,gx,gy,gz,mx,my,mz,temp,alt,pitch,yaw,roll
74051,-0.00,0.00,-1.00,0.06,-0.24,0.06,299.17,325.40,-19.69,27.18,1550.97,0.05,39.88,179.87
74075,-0.00,0.00,-1.00,0.06,-0.06,-0.18,299.17,325.40,-19.69,27.16,1550.48,0.09,39.97,179.82
74099,-0.00,0.00,-1.00,0.00,-0.12,0.06,299.17,325.40,-19.69,27.16,1551.24,0.09,40.04,179.78
74132,-0.00,0.00,-1.01,-0.06,-0.12,0.06,299.17,325.40,-19.69,27.17,1548.98,0.05,40.11,179.78
74164,-0.00,0.00,-1.00,0.06,-0.24,0.00,311.77,322.24,-19.69,27.17,1550.85,0.06,40.52,179.78
74187,-0.00,0.00,-1.00,0.06,-0.12,0.00,311.77,322.24,-19.69,27.18,1553.14,0.05,40.75,179.78
74211,-0.00,0.00,-1.00,-0.06,-0.18,-0.06,311.77,322.24,-19.69,27.18,1551.00,0.08,40.94,179.77
74235,-0.00,0.00,-1.00,-0.12,-0.18,-0.12,311.77,322.24,-19.69,27.16,1551.12,0.09,41.10,179.76
74260,-0.00,0.00,-1.01,0.00,-0.18,0.06,311.77,322.24,-19.69,27.17,1551.21,0.08,41.24,179.76
74284,-0.00,0.00,-1.00,0.00,-0.18,0.00,318.07,315.93,-19.69,27.17,1548.89,0.08,41.53,179.75
74308,-0.00,0.00,-1.00,0.00,-0.12,0.06,318.07,315.93,-19.69,27.17,1550.78,0.08,41.77,179.74
74331,0.00,0.00,-1.00,0.00,-0.12,0.06,318.07,315.93,-19.69,27.19,1551.89,0.05,41.97,179.79
74355,-0.00,0.00,-1.01,-0.06,-0.18,0.06,318.07,315.93,-19.69,27.19,1552.22,0.04,42.14,179.78
74379,-0.00,0.00,-1.00,0.00,-0.18,0.06,318.07,315.93,-19.69,27.18,1551.98,0.05,42.28,179.78
74408,-0.00,0.00,-1.00,0.06,-0.18,0.12,314.92,306.45,-31.80,27.16,1552.65,0.05,42.53,179.77
74432,0.00,0.00,-1.01,0.18,-0.12,0.06,314.92,306.45,-31.80,27.19,1547.87,0.01,42.70,179.80
74456,-0.00,0.00,-1.01,-0.06,-0.06,0.00,314.92,306.45,-31.80,27.17,1552.16,0.03,42.83,179.77
74480,-0.00,0.00,-1.00,0.06,-0.18,0.06,314.92,306.45,-31.80,27.17,1550.66,0.05,42.95,179.78
74503,-0.00,0.00,-1.01,0.06,-0.12,0.00,314.92,306.45,-31.80,27.17,1550.75,0.06,43.04,179.77
74529,-0.00,0.00,-1.00,0.00,-0.24,0.06,307.05,314.35,-24.23,27.18,1548.00,0.06,42.82,179.81
74552,0.00,0.00,-1.00,0.06,-0.24,0.00,307.05,314.35,-24.23,27.19,1552.50,0.00,42.67,179.82
74576,0.00,0.00,-1.00,0.00,-0.06,0.06,307.05,314.35,-24.23,27.19,1549.19,-0.02,42.54,179.83
74600,0.00,0.00,-1.00,0.06,-0.06,0.00,307.05,314.35,-24.23,27.17,1549.16,-0.08,42.44,179.85
74623,-0.00,0.00,-1.00,0.00,-0.12,0.00,307.05,314.35,-24.23,27.17,1553.94,0.04,42.36,179.86
74647,-0.00,0.00,-1.01,-0.06,-0.12,-0.06,307.05,314.35,-24.23,27.17,1551.55,0.09,42.30,179.81
74672,-0.00,0.00,-1.00,0.00,-0.06,0.06,307.05,330.14,-27.26,27.19,1552.87,0.07,41.91,179.83
74696,-0.00,0.00,-1.01,0.00,-0.12,0.06,307.05,330.14,-27.26,27.18,1552.34,0.05,41.64,179.83
74720,0.00,0.00,-1.01,0.00,-0.06,-0.06,307.05,330.14,-27.26,27.18,1552.65,0.01,41.42,179.80
74743,-0.00,0.00,-1.00,0.12,-0.18,-0.06,307.05,330.14,-27.26,27.17,1552.65,0.00,41.26,179.81
74767,-0.00,0.00,-1.00,0.12,-0.12,-0.06,307.05,330.14,-27.26,27.18,1552.89,0.00,41.13,179.81
74792,-0.00,0.00,-1.00,0.00,-0.12,0.00,299.17,331.72,-25.74,27.18,1551.33,0.07,40.80,179.78
74816,-0.00,0.00,-1.00,0.00,-0.12,0.00,299.17,331.72,-25.74,27.19,1548.82,0.05,40.57,179.77
74840,-0.00,0.00,-1.01,0.06,-0.18,0.06,299.17,331.72,-25.74,27.19,1549.68,0.03,40.39,179.80
74863,0.00,0.00,-1.00,-0.06,-0.18,0.06,299.17,331.72,-25.74,27.17,1553.32,-0.02,40.25,179.83
74887,-0.00,0.00,-1.01,0.12,-0.18,0.12,299.17,331.72,-25.74,27.18,1551.97,-0.01,40.14,179.81
74911,0.00,0.00,-1.00,-0.06,-0.24,0.06,302.32,325.40,-22.71,27.16,1551.36,-0.02,40.23,179.83
74936,-0.00,0.00,-1.00,-0.06,-0.18,0.00,302.32,325.40,-22.71,27.16,1551.36,0.02,40.31,179.82
74960,0.00,0.00,-1.01,-0.12,-0.12,0.00,302.32,325.40,-22.71,27.17,1553.20,-0.03,40.37,179.80
74984,-0.00,0.00,-1.01,-0.06,-0.31,0.06,302.32,325.40,-22.71,27.15,1549.07,0.05,40.42,179.79
75007,-0.00,0.00,-1.01,-0.06,-0.12,0.06,302.32,325.40,-22.71,27.17,1552.74,0.05,40.46,179.83
75031,-0.00,0.01,-1.00,-0.06,-0.06,-0.12,305.47,312.77,-28.77,27.18,1550.75,0.09,40.74,179.74
75057,0.00,0.00,-1.00,-0.06,-0.12,0.00,305.47,312.77,-28.77,27.19,1550.84,0.05,40.99,179.76
75080,-0.00,0.00,-1.00,-0.12,-0.12,0.00,305.47,312.77,-28.77,27.18,1553.45,0.08,41.18,179.77
75104,-0.00,0.01,-1.00,-0.06,-0.12,0.06,305.47,312.77,-28.77,27.18,1552.01,0.10,41.34,179.72
75128,-0.00,0.00,-1.01,-0.06,-0.06,0.00,305.47,312.77,-28.77,27.19,1550.57,0.08,41.47,179.77
75151,-0.00,0.00,-1.01,0.06,-0.18,0.00,316.49,317.51,-42.40,27.19,1555.87,0.08,41.66,179.76
75175,-0.00,0.00,-1.00,0.12,-0.06,0.06,316.49,317.51,-42.40,27.20,1550.51,0.09,41.83,179.81
75200,-0.00,0.00,-1.00,0.06,-0.12,0.00,316.49,317.51,-42.40,27.19,1552.13,0.08,41.97,179.78
75224,-0.00,0.00,-1.00,0.00,-0.18,0.12,316.49,317.51,-42.40,27.19,1549.92,0.09,42.08,179.77
75248,0.00,0.00,-1.00,0.00,-0.12,0.06,316.49,317.51,-42.40,27.19,1550.87,0.05,42.18,179.75
75272,-0.00,0.01,-1.00,0.00,-0.12,0.00,299.17,325.40,-13.63,27.19,1548.52,0.02,41.75,179.74
75295,-0.00,0.00,-1.00,0.00,-0.12,0.06,299.17,325.40,-13.63,27.20,1551.09,0.01,41.43,179.79
75320,-0.00,0.00,-1.01,0.00,-0.12,0.00,299.17,325.40,-13.63,27.19,1549.40,0.08,41.17,179.82
75344,-0.00,0.00,-1.00,0.18,0.00,-0.06,299.17,325.40,-13.63,27.20,1551.46,0.12,40.98,179.81
75368,-0.00,0.00,-1.01,0.12,-0.18,0.00,299.17,325.40,-13.63,27.19,1552.62,0.07,40.83,179.82
75392,-0.00,0.00,-1.00,0.06,-0.12,0.12,319.64,326.98,-21.20,27.19,1549.68,0.07,41.06,179.80
75415,-0.00,0.00,-1.00,-0.06,-0.24,0.00,319.64,326.98,-21.20,27.19,1554.06,0.07,41.24,179.81
75439,-0.00,0.00,-1.01,0.00,-0.18,0.00,319.64,326.98,-21.20,27.22,1547.87,0.09,41.40,179.79
75468,0.00,0.00,-1.01,0.00,-0.18,0.06,319.64,326.98,-21.20,27.17,1552.53,0.05,41.55,179.84
75492,0.00,0.00,-1.00,0.00,-0.06,0.00,319.64,326.98,-21.20,27.16,1552.01,0.02,41.65,179.84
75516,-0.00,0.00,-1.00,0.00,-0.12,0.00,316.49,304.87,-33.31,27.19,1553.35,0.05,41.99,179.82
75560,-0.00,0.00,-1.01,0.00,-0.18,0.06,316.49,304.87,-33.31,27.19,1551.98,0.08,42.54,179.75
75584,-0.00,0.00,-1.00,0.06,-0.24,-0.06,316.49,304.87,-33.31,27.19,1550.66,0.08,42.75,179.73
75610,-0.00,0.00,-1.00,-0.06,-0.12,0.00,316.49,304.87,-33.31,27.18,1551.06,0.11,42.94,179.72
75634,-0.00,0.00,-1.00,0.06,-0.12,-0.06,316.49,304.87,-33.31,27.18,1550.94,0.09,43.08,179.73
75657,-0.00,0.00,-1.00,0.06,-0.12,0.00,314.92,325.40,-16.66,27.19,1554.40,0.08,42.81,179.77
75681,-0.00,0.00,-1.01,0.00,-0.24,0.12,314.92,325.40,-16.66,27.17,1553.39,0.10,42.59,179.78
75705,-0.00,0.00,-1.00,0.00,-0.12,-0.06,314.92,325.40,-16.66,27.17,1549.52,0.11,42.42,179.79
75728,-0.00,0.00,-1.01,0.00,-0.12,0.06,314.92,325.40,-16.66,27.19,1551.76,0.07,42.29,179.81
75754,0.00,0.01,-1.00,0.06,-0.24,0.06,314.92,325.40,-16.66,27.19,1552.50,-0.00,42.18,179.77
75778,-0.00,0.00,-1.00,-0.06,-0.18,0.06,310.20,323.82,-21.20,27.18,1552.34,-0.00,42.03,179.79
75801,-0.00,0.00,-1.01,0.06,-0.18,0.12,310.20,323.82,-21.20,27.18,1554.03,0.02,41.92,179.80
75825,-0.00,0.00,-1.00,-0.06,-0.12,0.06,310.20,323.82,-21.20,27.20,1549.65,0.08,41.83,179.82
75849,-0.00,0.00,-1.01,0.00,-0.18,0.00,310.20,323.82,-21.20,27.18,1552.40,0.11,41.76,179.83
75874,-0.00,0.00,-1.01,0.00,-0.12,0.00,310.20,323.82,-21.20,27.20,1551.39,0.06,41.70,179.84
75898,0.00,0.00,-1.01,-0.06,-0.12,-0.12,307.05,311.19,-21.20,27.19,1554.76,0.03,41.82,179.83
75922,-0.00,0.00,-1.00,0.18,-0.18,0.12,307.05,311.19,-21.20,27.19,1550.84,0.04,41.91,179.85
75945,-0.00,0.00,-1.00,0.00,-0.12,0.06,307.05,311.19,-21.20,27.18,1549.71,0.08,41.99,179.83
75969,-0.00,0.00,-1.00,0.00,-0.24,0.00,307.05,311.19,-21.20,27.20,1550.69,0.10,42.05,179.83
75993,0.00,0.00,-1.00,0.00,-0.18,0.06,307.05,311.19,-21.20,27.19,1550.41,0.06,42.10,179.88
76018,0.00,0.00,-1.00,0.06,-0.18,0.00,311.77,322.24,-31.80,27.19,1553.57,0.01,42.03,179.87
76042,-0.00,0.00,-1.01,0.12,-0.18,0.00,311.77,322.24,-31.80,27.19,1549.37,0.06,41.98,179.87
76065,-0.00,0.00,-1.01,0.00,-0.06,0.00,311.77,322.24,-31.80,27.22,1553.38,0.07,41.94,179.83
76089,-0.00,0.00,-1.00,0.00,-0.12,0.06,311.77,322.24,-31.80,27.20,1552.80,0.08,41.90,179.85
76113,-0.00,0.00,-1.00,0.12,-0.18,0.00,311.77,322.24,-31.80,27.21,1551.24,0.10,41.87,179.88
76138,-0.00,0.00,-1.00,0.06,-0.12,0.06,311.77,328.56,-19.69,27.20,1552.53,0.07,41.72,179.87
76162,0.00,0.00,-1.00,0.00,-0.18,0.12,311.77,328.56,-19.69,27.19,1551.58,0.01,41.62,179.86
76185,0.00,0.00,-1.00,0.00,-0.12,0.06,311.77,328.56,-19.69,27.20,1553.11,-0.06,41.53,179.81
76209,-0.00,0.00,-1.00,0.00,-0.18,0.06,311.77,328.56,-19.69,27.20,1552.46,0.01,41.46,179.82
76233,-0.00,0.00,-1.01,0.06,-0.18,0.00,311.77,328.56,-19.69,27.19,1550.93,0.08,41.41,179.81
76257,-0.00,0.00,-1.00,0.00,-0.06,0.00,300.75,314.35,-30.28,27.21,1552.31,0.07,41.42,179.81
76282,-0.00,0.00,-1.00,0.00,-0.12,0.12,300.75,314.35,-30.28,27.20,1551.76,0.09,41.42,179.79
76306,-0.00,0.00,-1.00,0.00,-0.18,0.00,300.75,314.35,-30.28,27.18,1550.78,0.06,41.42,179.79
76329,-0.00,0.00,-1.01,0.00,-0.24,-0.12,300.75,314.35,-30.28,27.21,1551.33,0.05,41.43,179.82
76353,-0.00,0.00,-1.00,0.06,-0.12,0.06,300.75,314.35,-30.28,27.20,1551.85,0.05,41.43,179.83
76377,-0.00,0.00,-1.00,0.00,-0.12,0.12,308.62,331.72,-22.71,27.19,1551.61,0.03,41.26,179.84
76402,-0.00,0.00,-1.00,-0.06,-0.18,0.06,308.62,331.72,-22.71,27.21,1550.99,0.04,41.12,179.82
76426,-0.00,0.00,-1.00,0.12,-0.24,0.00,308.62,331.72,-22.71,27.21,1551.45,0.06,41.02,179.80
76449,-0.00,0.00,-1.01,0.00,-0.12,0.00,308.62,331.72,-22.71,27.21,1554.36,0.07,40.94,179.81
76473,0.00,0.00,-1.00,0.00,-0.12,0.00,308.62,331.72,-22.71,27.19,1550.10,0.03,40.88,179.79
76497,0.00,0.00,-1.01,-0.06,-0.06,-0.06,308.62,331.72,-22.71,27.18,1551.94,-0.04,40.83,179.82
76521,0.00,0.00,-1.01,0.06,-0.18,0.06,297.60,317.51,-21.20,27.21,1552.16,-0.05,40.84,179.83
76550,0.00,0.00,-1.01,-0.06,-0.18,0.12,297.60,317.51,-21.20,27.21,1550.50,-0.07,40.84,179.79
76574,-0.00,0.00,-1.00,0.00,-0.18,0.00,297.60,317.51,-21.20,27.20,1551.97,0.06,40.84,179.78
76598,-0.00,0.00,-1.00,-0.06,-0.06,0.00,297.60,317.51,-21.20,27.19,1553.32,0.10,40.85,179.78
76621,-0.00,0.01,-1.01,-0.18,-0.06,0.06,297.60,317.51,-21.20,27.19,1550.99,0.11,40.85,179.73
76645,-0.00,0.00,-1.01,-0.06,-0.12,0.06,305.47,319.09,-22.71,27.20,1549.71,0.08,40.96,179.78
76678,-0.00,0.00,-1.01,0.06,-0.18,0.06,305.47,319.09,-22.71,27.20,1550.72,0.05,41.10,179.81
76702,-0.00,0.00,-1.01,0.00,-0.12,0.12,305.47,319.09,-22.71,27.19,1548.61,0.05,41.16,179.77
76725,-0.00,0.01,-1.00,0.00,-0.12,0.06,305.47,319.09,-22.71,27.21,1551.30,0.04,41.22,179.74
76749,0.00,0.00,-1.00,0.12,-0.12,0.00,310.20,317.51,-15.14,27.19,1550.78,0.02,41.38,179.79
76773,-0.00,0.00,-1.00,-0.06,-0.12,0.06,310.20,317.51,-15.14,27.22,1551.08,0.03,41.50,179.84
76797,0.00,0.00,-1.01,0.12,-0.24,0.12,310.20,317.51,-15.14,27.21,1550.35,0.02,41.61,179.85
76822,-0.00,0.00,-1.00,-0.06,-0.12,0.12,310.20,317.51,-15.14,27.21,1551.57,0.02,41.69,179.83
76846,-0.00,0.00,-1.00,0.00,-0.12,0.00,310.20,317.51,-15.14,27.21,1552.06,0.02,41.76,179.81
76869,0.00,0.00,-1.00,0.00,-0.18,0.00,310.20,317.51,-15.14,27.22,1552.16,-0.02,41.82,179.83
76893,0.00,0.01,-1.00,0.00,-0.12,0.06,307.05,317.51,-24.23,27.21,1555.95,-0.06,41.80,179.78
76917,0.00,0.00,-1.00,-0.06,-0.12,0.06,307.05,317.51,-24.23,27.21,1552.25,-0.08,41.79,179.80
76942,-0.00,0.01,-1.01,0.00,-0.12,0.06,307.05,317.51,-24.23,27.21,1549.92,0.01,41.78,179.76
76984,-0.00,0.00,-1.01,0.00,-0.12,0.12,307.05,317.51,-24.23,27.19,1551.85,0.05,41.77,179.78
77008,-0.00,0.00,-1.00,0.00,-0.06,0.06,310.20,317.51,-24.23,27.20,1552.40,0.03,41.82,179.78
77032,-0.00,0.00,-1.00,-0.06,-0.12,0.06,310.20,317.51,-24.23,27.20,1550.99,0.04,41.86,179.81
77055,0.00,0.00,-1.00,0.06,-0.18,0.00,310.20,317.51,-24.23,27.21,1549.55,0.01,41.90,179.81
77079,-0.00,0.00,-1.01,0.00,-0.18,0.00,310.20,317.51,-24.23,27.19,1550.65,0.01,41.92,179.79
77104,-0.00,0.00,-1.00,0.06,-0.18,0.06,310.20,317.51,-24.23,27.21,1552.09,0.08,41.95,179.83
77128,-0.00,0.00,-1.00,0.00,-0.06,0.00,285.00,326.98,-24.23,27.20,1552.43,0.07,41.19,179.84
77152,-0.00,0.00,-1.00,0.06,-0.18,-0.06,285.00,326.98,-24.23,27.23,1548.88,0.06,40.63,179.87
77175,0.00,0.00,-1.00,0.00,-0.18,-0.06,285.00,326.98,-24.23,27.20,1551.39,-0.00,40.19,179.86
77199,0.00,0.00,-1.01,0.18,-0.12,0.00,285.00,326.98,-24.23,27.20,1551.85,-0.02,39.86,179.88
77224,-0.00,0.00,-1.00,0.00,-0.18,0.00,285.00,326.98,-24.23,27.20,1553.10,0.01,39.60,179.87
77248,-0.00,0.00,-1.01,-0.06,-0.24,-0.06,303.90,317.51,-27.26,27.20,1551.66,0.07,39.94,179.80
77272,-0.00,0.00,-1.01,0.00,-0.18,-0.06,303.90,317.51,-27.26,27.19,1550.53,0.08,40.22,179.77
77295,0.00,0.01,-1.00,-0.06,-0.12,0.00,303.90,317.51,-27.26,27.19,1550.81,0.02,40.45,179.73
77319,0.00,0.00,-1.01,-0.06,-0.18,0.00,303.90,317.51,-27.26,27.22,1548.82,-0.00,40.63,179.73
77343,0.00,0.00,-1.00,0.00,-0.12,0.12,303.90,317.51,-27.26,27.20,1552.40,-0.00,40.79,179.76
77368,-0.00,0.00,-1.01,0.00,-0.18,0.00,305.47,312.77,-25.74,27.19,1551.57,0.03,41.03,179.74
77392,-0.00,0.00,-1.00,-0.06,-0.18,0.00,305.47,312.77,-25.74,27.19,1550.38,0.08,41.22,179.76
77415,-0.00,0.00,-1.01,-0.06,-0.12,0.00,305.47,312.77,-25.74,27.20,1550.47,0.10,41.37,179.78
77439,-0.00,0.00,-1.00,0.00,-0.06,0.00,305.47,312.77,-25.74,27.22,1553.41,0.08,41.49,179.78
77462,-0.00,0.00,-1.00,0.06,-0.06,0.00,305.47,312.77,-25.74,27.21,1550.07,0.07,41.59,179.76
77488,-0.00,0.00,-1.00,0.00,-0.18,0.06,302.32,312.77,-37.86,27.20,1549.76,0.08,41.62,179.74
77512,0.00,0.00,-1.00,0.06,-0.12,0.00,302.32,312.77,-37.86,27.19,1551.11,0.04,41.64,179.76
77535,0.00,0.00,-1.01,0.00,-0.18,0.12,302.32,312.77,-37.86,27.19,1549.58,-0.04,41.65,179.75
77559,0.00,0.01,-1.00,0.12,-0.12,0.06,302.32,312.77,-37.86,27.20,1550.83,-0.03,41.67,179.71
77583,-0.00,0.00,-1.01,0.06,-0.12,-0.12,302.32,312.77,-37.86,27.20,1551.54,0.01,41.68,179.74
77606,-0.00,0.00,-1.00,0.06,-0.06,0.00,302.32,312.77,-37.86,27.22,1553.13,0.04,41.69,179.78
77636,-0.00,0.00,-1.00,0.06,-0.06,0.06,313.35,320.66,-21.20,27.23,1550.44,0.04,41.78,179.79
77660,0.00,0.00,-1.01,0.00,-0.18,0.06,313.35,320.66,-21.20,27.22,1552.73,0.02,41.83,179.81
77684,0.00,0.00,-1.00,0.00,-0.18,0.00,313.35,320.66,-21.20,27.22,1551.17,-0.00,41.87,179.79
77707,0.00,0.00,-1.01,0.06,-0.12,0.00,313.35,320.66,-21.20,27.23,1552.55,-0.03,41.91,179.76
77731,-0.00,0.00,-1.01,0.12,-0.12,0.00,313.35,320.66,-21.20,27.21,1550.90,0.01,41.93,179.76
77756,-0.00,0.00,-1.00,0.06,-0.12,-0.06,308.62,322.24,-25.74,27.20,1552.49,0.03,41.83,179.79
77780,-0.00,0.00,-1.01,0.06,-0.12,0.06,308.62,322.24,-25.74,27.21,1550.77,0.10,41.76,179.79
77804,-0.00,0.00,-1.00,0.00,-0.12,0.06,308.62,322.24,-25.74,27.22,1548.60,0.07,41.70,179.78
77827,-0.00,0.00,-1.00,-0.12,-0.18,0.00,308.62,322.24,-25.74,27.22,1551.36,0.05,41.65,179.78
77851,-0.00,0.00,-1.00,0.00,-0.12,-0.12,308.62,322.24,-25.74,27.23,1550.07,0.03,41.62,179.82
77875,-0.00,0.01,-1.00,-0.06,-0.18,0.00,311.77,315.93,-31.80,27.22,1553.31,0.06,41.75,179.76
77900,-0.00,0.00,-1.00,-0.06,-0.24,0.00,311.77,315.93,-31.80,27.20,1551.60,0.12,41.86,179.76
77924,-0.00,0.00,-1.01,0.00,-0.18,0.06,311.77,315.93,-31.80,27.22,1551.60,0.10,41.95,179.76
77947,-0.00,0.00,-1.00,-0.06,-0.12,0.12,311.77,315.93,-31.80,27.22,1550.22,0.11,42.01,179.77
77971,0.00,0.00,-1.01,-0.06,-0.12,0.00,311.77,315.93,-31.80,27.19,1551.88,0.06,42.07,179.77
77995,0.00,0.00,-1.00,0.00,-0.12,-0.06,308.62,319.09,-22.71,27.21,1551.29,0.00,42.01,179.79
78020,-0.00,0.00,-1.00,0.00,-0.18,-0.06,308.62,319.09,-22.71,27.19,1553.19,0.04,41.96,179.79
78044,-0.00,0.00,-1.01,0.06,-0.12,-0.06,308.62,319.09,-22.71,27.22,1551.54,0.04,41.92,179.77
78068,-0.00,0.00,-1.00,0.00,-0.12,0.00,308.62,319.09,-22.71,27.21,1553.19,0.03,41.89,179.76
78091,0.00,0.00,-1.00,0.06,-0.06,0.00,308.62,319.09,-22.71,27.22,1552.21,0.01,41.86,179.77
78115,-0.00,0.00,-1.00,0.06,-0.12,0.06,308.62,328.56,-34.83,27.21,1552.30,-0.00,41.66,179.77
78139,-0.00,0.00,-1.01,0.00,-0.18,0.00,308.62,328.56,-34.83,27.22,1550.71,0.05,41.51,179.79
78162,-0.00,0.01,-1.01,0.00,-0.24,0.06,308.62,328.56,-34.83,27.22,1551.69,0.04,41.39,179.76
78186,-0.00,0.00,-1.01,0.00,-0.12,0.06,308.62,328.56,-34.83,27.21,1550.10,0.09,41.29,179.78
78209,0.00,0.00,-1.01,0.00,-0.12,0.00,308.62,328.56,-34.83,27.21,1550.47,0.01,41.21,179.82
78233,-0.00,0.00,-1.00,-0.06,-0.12,-0.06,318.07,325.40,-43.91,27.23,1549.76,0.02,41.37,179.78
78257,-0.00,0.00,-1.00,0.06,-0.18,0.12,318.07,325.40,-43.91,27.24,1553.10,0.03,41.49,179.80
78282,-0.00,0.00,-1.00,0.00,-0.18,0.00,318.07,325.40,-43.91,27.21,1550.07,0.03,41.60,179.81
78306,-0.00,0.00,-1.00,0.00,-0.12,-0.06,318.07,325.40,-43.91,27.22,1552.85,0.06,41.68,179.83
78329,-0.00,0.00,-1.00,0.00,-0.12,0.06,318.07,325.40,-43.91,27.20,1553.40,0.08,41.75,179.81
78353,0.00,0.01,-1.00,0.00,-0.18,0.06,303.90,323.82,-24.23,27.23,1551.08,0.02,41.56,179.77
78385,-0.00,0.00,-1.00,0.00,-0.24,-0.06,303.90,323.82,-24.23,27.23,1551.81,0.01,41.38,179.80
78433,-0.00,0.00,-1.00,0.06,-0.18,0.00,303.90,323.82,-24.23,27.22,1552.00,0.03,41.18,179.82
78456,-0.00,0.00,-1.01,0.00,-0.12,0.00,303.90,323.82,-24.23,27.21,1550.74,0.09,41.12,179.81
78480,-0.00,0.00,-1.00,0.06,-0.18,0.06,308.62,328.56,-19.69,27.22,1550.07,0.07,41.08,179.80
78504,0.00,0.00,-1.00,0.06,-0.12,0.06,308.62,328.56,-19.69,27.20,1552.03,-0.00,41.04,179.80
78528,0.00,0.00,-1.01,0.00,-0.18,0.06,308.62,328.56,-19.69,27.20,1549.95,-0.02,41.02,179.78
78551,0.00,0.00,-1.01,0.00,-0.18,0.00,308.62,328.56,-19.69,27.21,1548.32,-0.03,41.00,179.76
78576,-0.00,0.00,-1.01,0.06,-0.12,-0.06,308.62,328.56,-19.69,27.21,1553.68,0.10,40.98,179.77
78600,-0.00,0.00,-1.00,0.12,-0.12,0.12,305.47,325.40,-25.74,27.20,1551.26,0.10,40.96,179.77
78624,0.00,0.01,-1.00,0.06,-0.12,0.06,305.47,325.40,-25.74,27.22,1551.57,0.05,40.95,179.73
78648,-0.00,0.00,-1.00,0.00,-0.18,0.12,305.47,325.40,-25.74,27.22,1552.21,0.05,40.93,179.73
78671,0.00,0.00,-1.01,0.00,-0.12,0.00,305.47,325.40,-25.74,27.22,1551.75,-0.01,40.93,179.74
78695,-0.00,0.00,-1.00,0.12,-0.06,0.06,305.47,325.40,-25.74,27.21,1552.83,0.02,40.92,179.76
78722,-0.00,0.00,-1.00,0.06,-0.12,0.06,314.92,328.56,-25.74,27.21,1552.92,0.08,41.05,179.77
78746,0.00,0.00,-1.00,0.12,-0.18,0.06,314.92,328.56,-25.74,27.24,1551.26,0.05,41.13,179.78
78770,-0.00,0.00,-1.00,-0.06,-0.18,0.00,314.92,328.56,-25.74,27.24,1550.07,0.05,41.20,179.78
78793,-0.00,0.00,-1.00,-0.06,-0.18,0.00,314.92,328.56,-25.74,27.24,1551.97,0.05,41.26,179.77
78817,-0.00,0.01,-1.00,0.00,-0.12,0.00,314.92,328.56,-25.74,27.23,1550.93,0.05,41.30,179.74
78842,-0.00,0.00,-1.00,-0.06,-0.12,-0.06,314.92,328.56,-25.74,27.21,1553.47,0.08,41.35,179.79
78866,0.00,0.00,-1.00,0.00,-0.24,0.06,310.20,323.82,-27.26,27.23,1549.82,0.05,41.37,179.81
78890,-0.00,0.00,-1.01,0.00,-0.18,0.06,310.20,323.82,-27.26,27.23,1551.75,0.03,41.39,179.79
78913,-0.00,0.00,-1.00,0.00,-0.18,0.00,310.20,323.82,-27.26,27.22,1549.64,0.03,41.41,179.76
78937,-0.00,0.00,-1.01,-0.06,-0.18,0.00,310.20,323.82,-27.26,27.21,1553.40,0.02,41.42,179.76
78962,0.00,0.00,-1.01,0.00,-0.12,-0.06,310.20,323.82,-27.26,27.24,1552.39,-0.01,41.43,179.78
78986,0.00,0.00,-1.00,0.00,-0.18,0.00,300.75,330.14,-21.20,27.24,1552.33,-0.06,41.12,179.79
79010,-0.00,0.00,-1.00,0.00,-0.12,0.06,300.75,330.14,-21.20,27.23,1550.89,-0.04,40.88,179.81
79033,-0.00,0.01,-1.01,0.06,-0.18,-0.06,300.75,330.14,-21.20,27.22,1549.18,-0.02,40.70,179.77
79057,-0.00,0.00,-1.01,0.00,-0.18,0.00,300.75,330.14,-21.20,27.22,1550.80,0.05,40.56,179.79
79081,-0.00,0.00,-1.00,0.00,-0.24,0.00,300.75,330.14,-21.20,27.22,1551.29,0.07,40.45,179.79
79106,-0.00,0.00,-1.00,0.06,-0.12,0.00,310.20,308.03,-33.31,27.23,1553.95,0.10,40.88,179.78
79130,-0.00,0.00,-1.00,0.06,-0.18,0.12,310.20,308.03,-33.31,27.24,1550.83,0.12,41.21,179.76
79153,0.00,0.00,-1.01,0.06,-0.12,0.00,310.20,308.03,-33.31,27.24,1550.83,0.09,41.50,179.76
79177,-0.00,0.00,-1.01,-0.06,-0.12,0.06,310.20,308.03,-33.31,27.23,1552.51,0.12,41.74,179.76
79201,-0.00,0.00,-1.01,0.06,-0.24,0.00,310.20,308.03,-33.31,27.21,1552.51,0.11,41.94,179.78
79226,-0.00,0.00,-1.00,-0.12,-0.18,-0.06,316.49,298.55,-24.23,27.25,1551.90,0.11,42.36,179.76
79250,-0.00,0.00,-1.00,0.00,-0.18,-0.06,316.49,298.55,-24.23,27.24,1550.55,0.12,42.68,179.79
79274,-0.00,0.00,-1.00,0.00,-0.12,0.06,316.49,298.55,-24.23,27.24,1553.04,0.13,42.96,179.77
79297,-0.00,0.00,-1.01,-0.06,-0.12,0.06,316.49,298.55,-24.23,27.21,1551.11,0.14,43.19,179.76
79321,-0.00,0.00,-1.01,0.06,-0.12,-0.06,316.49,298.55,-24.23,27.23,1549.63,0.11,43.39,179.75
79345,0.00,0.00,-1.00,-0.06,-0.18,0.06,302.32,325.40,-25.74,27.23,1550.31,-0.01,42.77,179.79
